"voxel" "x" "y" "z" "ROI" "pvalue" "discoveries"
"1827" 1827 45 31 4 3 0.7248101 0
"1828" 1828 46 31 4 3 0.9297226 0
"1829" 1829 47 31 4 3 0.9177665 0
"1830" 1830 17 32 4 14 0.6850908 0
"1831" 1831 18 32 4 14 0.003092878 0
"1832" 1832 19 32 4 14 0.0254424 0
"1833" 1833 20 32 4 14 0.7525864 0
"1834" 1834 21 32 4 14 0.02084449 0
"1835" 1835 40 32 4 3 0.7017615 0
"1836" 1836 41 32 4 3 0.1533717 0
"1837" 1837 42 32 4 3 0.315987 0
"1838" 1838 43 32 4 3 0.001653985 1
"1839" 1839 44 32 4 3 0.09514887 0
"1840" 1840 45 32 4 3 0.01439893 0
"1841" 1841 46 32 4 8 0.7993897 0
"1842" 1842 47 32 4 8 0.6298388 0
"1843" 1843 16 33 4 19 0.8271974 0
"1844" 1844 17 33 4 19 0.7592431 0
"1845" 1845 18 33 4 14 0.8240473 0
"1846" 1846 19 33 4 14 0.5173895 0
"1847" 1847 20 33 4 14 0.9744512 0
"1848" 1848 21 33 4 14 0.3413462 0
"1849" 1849 40 33 4 3 0.02423899 0
"1850" 1850 41 33 4 3 0.1371601 0
"1851" 1851 42 33 4 3 8.697647e-06 1
"1852" 1852 43 33 4 3 0.002889446 1
"1853" 1853 44 33 4 3 0.01435031 0
"1854" 1854 45 33 4 8 0.001413616 1
"1855" 1855 46 33 4 8 0.8190537 0
"1856" 1856 47 33 4 8 0.01648354 0
"1857" 1857 48 33 4 8 0.0001179479 1
"1858" 1858 16 34 4 19 0.9413613 0
"1859" 1859 17 34 4 19 0.03794415 0
"1860" 1860 18 34 4 19 0.9683595 0
"1861" 1861 19 34 4 19 0.0480594 0
"1862" 1862 20 34 4 19 0.8363789 0
"1863" 1863 21 34 4 19 0.1845421 0
"1864" 1864 22 34 4 19 0.3975705 0
"1865" 1865 23 34 4 19 0.2008855 0
"1866" 1866 41 34 4 3 0.3982664 0
"1867" 1867 42 34 4 3 0.007529889 0
"1868" 1868 43 34 4 8 0.787568 0
"1869" 1869 44 34 4 8 0.5212286 0
"1870" 1870 45 34 4 8 0.2687351 0
"1871" 1871 46 34 4 8 0.176207 0
"1872" 1872 47 34 4 8 0.1023667 0
"1873" 1873 48 34 4 8 0.004656125 1
"1874" 1874 16 35 4 19 0.9536194 0
"1875" 1875 17 35 4 19 0.002585049 1
"1876" 1876 18 35 4 19 4.291937e-05 1
"1877" 1877 19 35 4 19 0.0003260027 1
"1878" 1878 20 35 4 19 5.855959e-05 1
"1879" 1879 21 35 4 19 0.002345003 1
"1880" 1880 22 35 4 19 0.1397996 0
"1881" 1881 23 35 4 19 0.521291 0
"1882" 1882 24 35 4 19 0.03636672 0
"1883" 1883 25 35 4 19 0.2511919 0
"1884" 1884 41 35 4 8 0.5450772 0
"1885" 1885 42 35 4 8 0.7705906 0
"1886" 1886 43 35 4 8 0.5944201 0
"1887" 1887 44 35 4 8 0.9834137 0
"1888" 1888 45 35 4 8 0.2240494 0
"1889" 1889 46 35 4 8 0.4917685 0
"1890" 1890 47 35 4 8 0.01088748 0
"1891" 1891 48 35 4 8 0.8714637 0
"1892" 1892 16 36 4 19 0.8976971 0
"1893" 1893 17 36 4 19 0.7209037 0
"1894" 1894 18 36 4 19 0.5149498 0
"1895" 1895 19 36 4 19 0.8598422 0
"1896" 1896 20 36 4 19 0.880483 0
"1897" 1897 21 36 4 19 0.5503495 0
"1898" 1898 22 36 4 19 0.09404283 0
"1899" 1899 23 36 4 19 0.7036141 0
"1900" 1900 24 36 4 19 0.8105528 0
"1901" 1901 41 36 4 8 0.2182706 0
"1902" 1902 42 36 4 8 0.6715114 0
"1903" 1903 43 36 4 8 0.9181974 0
"1904" 1904 44 36 4 8 0.6357295 0
"1905" 1905 45 36 4 8 0.9695939 0
"1906" 1906 46 36 4 8 0.6105933 0
"1907" 1907 47 36 4 8 0.1274919 0
"1908" 1908 19 37 4 19 0.003846781 1
"1909" 1909 20 37 4 19 0.1494376 0
"1910" 1910 21 37 4 19 0.6358951 0
"1911" 1911 22 37 4 19 0.1196483 0
"1912" 1912 23 37 4 19 0.02781077 0
"1913" 1913 41 37 4 8 0.9247503 0
"1914" 1914 42 37 4 8 0.6791935 0
"1915" 1915 43 37 4 8 0.3703607 0
"1916" 1916 44 37 4 8 0.6990823 0
"1917" 1917 45 37 4 8 0.6099621 0
"1918" 1918 21 38 4 19 0.3502716 0
"1919" 1919 22 38 4 19 0.5943308 0
"1920" 1920 23 38 4 19 0.4837528 0
"1921" 1921 15 39 4 20 0.09677473 0
"1922" 1922 16 39 4 20 0.08169649 0
"1923" 1923 15 40 4 20 0.9736665 0
"1924" 1924 16 40 4 20 0.2921544 0
"1925" 1925 17 40 4 20 0.540535 0
"1926" 1926 15 41 4 20 0.7679412 0
"1927" 1927 16 41 4 20 0.3291543 0
"1928" 1928 17 41 4 20 0.6607355 0
"1929" 1929 14 42 4 20 0.6166237 0
"1930" 1930 15 42 4 20 0.6975015 0
"1931" 1931 16 42 4 20 0.06821516 0
"1932" 1932 17 42 4 20 0.9692372 0
"1933" 1933 18 42 4 20 0.805852 0
"1934" 1934 19 42 4 20 0.002755104 0
"1935" 1935 20 42 4 20 0.1172636 0
"1936" 1936 14 43 4 20 0.3577637 0
"1937" 1937 15 43 4 20 0.895111 0
"1938" 1938 16 43 4 20 0.2272055 0
"1939" 1939 17 43 4 20 0.590284 0
"1940" 1940 18 43 4 20 0.6834947 0
"1941" 1941 19 43 4 20 0.5118271 0
"1942" 1942 20 43 4 20 0.8153095 0
"1943" 1943 21 43 4 20 0.7047952 0
"1944" 1944 14 44 4 15 0.5168828 0
"1945" 1945 15 44 4 15 0.3950235 0
"1946" 1946 16 44 4 15 0.3062861 0
"1947" 1947 17 44 4 15 0.707011 0
"1948" 1948 18 44 4 15 0.1897628 0
"1949" 1949 19 44 4 20 0.1324401 0
"1950" 1950 20 44 4 20 0.43483 0
"1951" 1951 21 44 4 16 0.6282676 0
"1952" 1952 22 44 4 16 0.561412 0
"1953" 1953 23 44 4 21 0.2316647 0
"1954" 1954 14 45 4 15 0.6989633 0
"1955" 1955 15 45 4 15 0.351158 0
"1956" 1956 16 45 4 15 0.0751675 0
"1957" 1957 17 45 4 15 0.8254961 0
"1958" 1958 18 45 4 15 0.005277108 0
"1959" 1959 19 45 4 15 0.0003225019 1
"1960" 1960 20 45 4 15 0.3191546 0
"1961" 1961 21 45 4 16 0.9641932 0
"1962" 1962 22 45 4 16 0.01354613 0
"1963" 1963 23 45 4 21 0.1418439 0
"1964" 1964 24 45 4 21 0.1091887 0
"1965" 1965 50 45 4 4 0.3285578 0
"1966" 1966 14 46 4 15 0.1755226 0
"1967" 1967 15 46 4 15 0.2581613 0
"1968" 1968 16 46 4 15 0.8493905 0
"1969" 1969 17 46 4 15 0.2349153 0
"1970" 1970 18 46 4 15 0.3831114 0
"1971" 1971 19 46 4 15 0.1850282 0
"1972" 1972 20 46 4 15 0.6821622 0
"1973" 1973 21 46 4 16 0.2837994 0
"1974" 1974 22 46 4 16 0.562853 0
"1975" 1975 23 46 4 21 0.2479481 0
"1976" 1976 24 46 4 21 0.02134104 0
"1977" 1977 40 46 4 5 0.6109766 0
"1978" 1978 41 46 4 5 0.9587449 0
"1979" 1979 42 46 4 4 0.8000741 0
"1980" 1980 43 46 4 4 0.5806498 0
"1981" 1981 44 46 4 4 0.7632486 0
"1982" 1982 45 46 4 4 0.1514255 0
"1983" 1983 46 46 4 4 0.4181975 0
"1984" 1984 47 46 4 4 0.5564202 0
"1985" 1985 48 46 4 4 0.6343232 0
"1986" 1986 49 46 4 4 0.7087034 0
"1987" 1987 50 46 4 4 0.4271272 0
"1988" 1988 14 47 4 15 0.3293053 0
"1989" 1989 15 47 4 15 0.005395903 0
"1990" 1990 16 47 4 15 0.3317343 0
"1991" 1991 17 47 4 15 0.9715734 0
"1992" 1992 18 47 4 15 0.3309025 0
"1993" 1993 19 47 4 15 0.2888792 0
"1994" 1994 20 47 4 15 0.931232 0
"1995" 1995 21 47 4 16 0.2177089 0
"1996" 1996 22 47 4 16 0.1160397 0
"1997" 1997 23 47 4 16 0.001944714 1
"1998" 1998 24 47 4 21 0.9484331 0
"1999" 1999 37 47 4 10 0.7423379 0
"2000" 2000 39 47 4 5 0.856046 0
"2001" 2001 40 47 4 5 0.04327877 0
"2002" 2002 41 47 4 5 0.1771163 0
"2003" 2003 42 47 4 5 0.8310586 0
"2004" 2004 43 47 4 5 0.01772548 0
"2005" 2005 44 47 4 5 0.00314592 1
"2006" 2006 45 47 4 5 0.06309921 0
"2007" 2007 46 47 4 4 0.3522589 0
"2008" 2008 47 47 4 4 0.6414213 0
"2009" 2009 48 47 4 4 7.038595e-05 1
"2010" 2010 49 47 4 4 0.08761573 0
"2011" 2011 50 47 4 4 0.6796473 0
"2012" 2012 15 48 4 15 0.6800807 0
"2013" 2013 16 48 4 15 0.6472999 0
"2014" 2014 17 48 4 15 0.7567836 0
"2015" 2015 18 48 4 15 0.4509286 0
"2016" 2016 19 48 4 15 0.3866387 0
"2017" 2017 20 48 4 16 0.900994 0
"2018" 2018 21 48 4 16 0.2114561 0
"2019" 2019 22 48 4 16 0.002904026 1
"2020" 2020 23 48 4 16 0.002659936 1
"2021" 2021 24 48 4 21 0.3986377 0
"2022" 2022 25 48 4 21 0.5446684 0
"2023" 2023 36 48 4 10 0.9920667 0
"2024" 2024 37 48 4 10 0.3613106 0
"2025" 2025 38 48 4 10 0.9100178 0
"2026" 2026 39 48 4 5 0.0003406093 1
"2027" 2027 40 48 4 5 0.0003817832 1
"2028" 2028 41 48 4 5 0.9535295 0
"2029" 2029 42 48 4 5 0.4421985 0
"2030" 2030 43 48 4 5 0.0001828622 1
"2031" 2031 44 48 4 5 0.002731298 1
"2032" 2032 45 48 4 5 0.2355429 0
"2033" 2033 46 48 4 5 0.1018498 0
"2034" 2034 47 48 4 4 0.4245566 0
"2035" 2035 48 48 4 4 0.3165943 0
"2036" 2036 49 48 4 4 0.08509473 0
"2037" 2037 50 48 4 4 0.0003007739 1
"2038" 2038 16 49 4 15 0.09324219 0
"2039" 2039 17 49 4 15 0.9934579 0
"2040" 2040 18 49 4 15 0.2594458 0
"2041" 2041 19 49 4 16 0.8531811 0
"2042" 2042 20 49 4 16 0.6185685 0
"2043" 2043 21 49 4 16 0.9312801 0
"2044" 2044 22 49 4 16 0.001905298 1
"2045" 2045 23 49 4 16 0.008649048 0
"2046" 2046 24 49 4 21 0.05894499 0
"2047" 2047 25 49 4 21 0.557995 0
"2048" 2048 26 49 4 21 0.9788176 0
"2049" 2049 34 49 4 10 0.1911251 0
"2050" 2050 35 49 4 10 0.08224511 0
"2051" 2051 36 49 4 10 0.9726457 0
"2052" 2052 37 49 4 10 0.3753142 0
"2053" 2053 38 49 4 10 0.5366445 0
"2054" 2054 39 49 4 10 0.0001384112 1
"2055" 2055 40 49 4 5 0.0002257399 1
"2056" 2056 41 49 4 5 0.06482026 0
"2057" 2057 42 49 4 5 0.5518957 0
"2058" 2058 43 49 4 5 0.5994816 0
"2059" 2059 44 49 4 5 0.3852737 0
"2060" 2060 45 49 4 5 0.8619605 0
"2061" 2061 46 49 4 5 0.004258925 1
"2062" 2062 47 49 4 5 0.001045243 1
"2063" 2063 48 49 4 4 0.9897152 0
"2064" 2064 49 49 4 4 0.001020476 1
"2065" 2065 50 49 4 4 0.2869626 0
"2066" 2066 17 50 4 16 0.9718257 0
"2067" 2067 18 50 4 16 0.8593484 0
"2068" 2068 19 50 4 16 0.547369 0
"2069" 2069 20 50 4 16 0.05168276 0
"2070" 2070 21 50 4 16 0.6969537 0
"2071" 2071 22 50 4 16 0.1214755 0
"2072" 2072 23 50 4 16 0.5364044 0
"2073" 2073 24 50 4 16 0.8766859 0
"2074" 2074 25 50 4 21 0.5342789 0
"2075" 2075 26 50 4 21 0.9407874 0
"2076" 2076 27 50 4 21 0.5510539 0
"2077" 2077 34 50 4 10 0.4632396 0
"2078" 2078 35 50 4 10 0.7282347 0
"2079" 2079 36 50 4 10 0.1838385 0
"2080" 2080 37 50 4 10 0.9653138 0
"2081" 2081 38 50 4 10 0.7691543 0
"2082" 2082 39 50 4 10 0.7409236 0
"2083" 2083 40 50 4 10 0.08378973 0
"2084" 2084 41 50 4 5 0.0005752907 1
"2085" 2085 42 50 4 5 0.193445 0
"2086" 2086 43 50 4 5 0.601774 0
"2087" 2087 44 50 4 5 0.2535803 0
"2088" 2088 45 50 4 5 0.7179015 0
"2089" 2089 46 50 4 5 0.111955 0
"2090" 2090 47 50 4 5 3.669519e-05 1
"2091" 2091 48 50 4 5 0.005140813 0
"2092" 2092 49 50 4 4 0.3609979 0
"2093" 2093 17 51 4 16 0.7008721 0
"2094" 2094 18 51 4 16 0.3774323 0
"2095" 2095 19 51 4 16 0.1391561 0
"2096" 2096 20 51 4 16 0.04166323 0
"2097" 2097 21 51 4 16 0.02013597 0
"2098" 2098 22 51 4 16 0.0001875413 1
"2099" 2099 23 51 4 16 4.260883e-05 1
"2100" 2100 24 51 4 16 0.0004234996 1
"2101" 2101 25 51 4 21 0.7380259 0
"2102" 2102 26 51 4 21 0.3695111 0
"2103" 2103 27 51 4 21 0.04168659 0
"2104" 2104 28 51 4 21 0.05094729 0
"2105" 2105 29 51 4 21 0.1545543 0
"2106" 2106 34 51 4 10 0.3384028 0
"2107" 2107 35 51 4 10 0.6010723 0
"2108" 2108 36 51 4 10 0.3452022 0
"2109" 2109 37 51 4 10 0.5352155 0
"2110" 2110 38 51 4 10 0.2855623 0
"2111" 2111 39 51 4 10 0.3726265 0
"2112" 2112 40 51 4 10 0.2022221 0
"2113" 2113 41 51 4 5 0.0004002404 1
"2114" 2114 42 51 4 5 0.0001540407 1
"2115" 2115 43 51 4 5 0.003466936 1
"2116" 2116 44 51 4 5 0.6365922 0
"2117" 2117 45 51 4 5 0.7102194 0
"2118" 2118 46 51 4 5 0.2963465 0
"2119" 2119 47 51 4 5 0.1118045 0
"2120" 2120 48 51 4 5 0.2060046 0
"2121" 2121 17 52 4 16 0.6344455 0
"2122" 2122 18 52 4 16 0.549108 0
"2123" 2123 19 52 4 16 0.7196417 0
"2124" 2124 20 52 4 16 0.4442237 0
"2125" 2125 21 52 4 16 0.03921612 0
"2126" 2126 22 52 4 16 0.002346155 1
"2127" 2127 23 52 4 16 0.0005577611 1
"2128" 2128 24 52 4 16 0.07406712 0
"2129" 2129 25 52 4 21 0.07293063 0
"2130" 2130 26 52 4 21 0.0939027 0
"2131" 2131 27 52 4 21 0.09944449 0
"2132" 2132 28 52 4 21 0.07122115 0
"2133" 2133 29 52 4 21 0.9125264 0
"2134" 2134 33 52 4 10 0.285586 0
"2135" 2135 34 52 4 10 0.8427316 0
"2136" 2136 35 52 4 10 0.4002455 0
"2137" 2137 36 52 4 10 0.9827395 0
"2138" 2138 37 52 4 10 0.2607686 0
"2139" 2139 38 52 4 10 0.5859952 0
"2140" 2140 39 52 4 10 0.05187283 0
"2141" 2141 40 52 4 10 0.3058705 0
"2142" 2142 41 52 4 5 0.002224558 1
"2143" 2143 42 52 4 5 2.809954e-09 1
"2144" 2144 43 52 4 5 0.932538 0
"2145" 2145 44 52 4 5 0.8282861 0
"2146" 2146 45 52 4 5 0.1705666 0
"2147" 2147 46 52 4 5 0.5759444 0
"2148" 2148 47 52 4 5 0.3067995 0
"2149" 2149 48 52 4 5 0.2599102 0
"2150" 2150 18 53 4 16 0.1465506 0
"2151" 2151 19 53 4 16 0.1627018 0
"2152" 2152 20 53 4 16 0.05900702 0
"2153" 2153 21 53 4 16 0.5687206 0
"2154" 2154 22 53 4 16 0.08734908 0
"2155" 2155 23 53 4 21 0.007611697 0
"2156" 2156 24 53 4 21 0.2025572 0
"2157" 2157 25 53 4 21 0.02363482 0
"2158" 2158 26 53 4 21 0.008169319 0
"2159" 2159 27 53 4 21 0.1304176 0
"2160" 2160 28 53 4 21 0.6413146 0
"2161" 2161 29 53 4 21 0.7672232 0
"2162" 2162 33 53 4 10 0.8241166 0
"2163" 2163 34 53 4 10 0.6538661 0
"2164" 2164 35 53 4 10 0.7702802 0
"2165" 2165 36 53 4 10 0.8937994 0
"2166" 2166 37 53 4 10 0.05745625 0
"2167" 2167 38 53 4 10 0.1882387 0
"2168" 2168 39 53 4 10 0.2598731 0
"2169" 2169 40 53 4 10 0.7571818 0
"2170" 2170 41 53 4 5 0.1226644 0
"2171" 2171 42 53 4 5 2.82646e-05 1
"2172" 2172 43 53 4 5 0.9165011 0
"2173" 2173 44 53 4 5 0.6460814 0
"2174" 2174 45 53 4 5 0.3084272 0
"2175" 2175 46 53 4 5 0.6843993 0
"2176" 2176 47 53 4 5 0.141401 0
"2177" 2177 19 54 4 16 0.1389453 0
"2178" 2178 20 54 4 16 0.8809766 0
"2179" 2179 21 54 4 16 0.1222345 0
"2180" 2180 22 54 4 16 0.3840674 0
"2181" 2181 23 54 4 21 0.0286471 0
"2182" 2182 24 54 4 21 0.1730157 0
"2183" 2183 25 54 4 21 5.359575e-05 1
"2184" 2184 26 54 4 21 0.01287372 0
"2185" 2185 27 54 4 21 0.2004194 0
"2186" 2186 28 54 4 21 0.262186 0
"2187" 2187 29 54 4 21 0.8343793 0
"2188" 2188 33 54 4 10 0.9424135 0
"2189" 2189 34 54 4 10 0.6754695 0
"2190" 2190 35 54 4 10 0.1625632 0
"2191" 2191 36 54 4 10 0.2440861 0
"2192" 2192 37 54 4 10 0.1153902 0
"2193" 2193 38 54 4 10 0.04040122 0
"2194" 2194 39 54 4 5 0.7947054 0
"2195" 2195 40 54 4 5 0.3282779 0
"2196" 2196 41 54 4 5 0.2927606 0
"2197" 2197 42 54 4 5 0.1236184 0
"2198" 2198 43 54 4 5 0.4151891 0
"2199" 2199 44 54 4 5 0.2635536 0
"2200" 2200 45 54 4 5 0.7136275 0
"2201" 2201 46 54 4 5 0.6228461 0
"2202" 2202 47 54 4 5 0.7057693 0
"2203" 2203 20 55 4 16 0.5494644 0
"2204" 2204 21 55 4 16 0.2545539 0
"2205" 2205 22 55 4 16 0.6987056 0
"2206" 2206 23 55 4 21 0.8467307 0
"2207" 2207 24 55 4 21 0.05165955 0
"2208" 2208 25 55 4 21 0.06751073 0
"2209" 2209 26 55 4 21 0.9428828 0
"2210" 2210 27 55 4 21 0.6540963 0
"2211" 2211 28 55 4 21 0.7946721 0
"2212" 2212 29 55 4 21 0.107922 0
"2213" 2213 32 55 4 10 0.2645853 0
"2214" 2214 33 55 4 10 0.7002059 0
"2215" 2215 34 55 4 10 0.7976052 0
"2216" 2216 35 55 4 10 0.7135882 0
"2217" 2217 36 55 4 10 0.3854829 0
"2218" 2218 37 55 4 10 0.09408229 0
"2219" 2219 38 55 4 10 0.04395743 0
"2220" 2220 39 55 4 5 0.9452801 0
"2221" 2221 40 55 4 5 0.02492828 0
"2222" 2222 41 55 4 5 0.2380292 0
"2223" 2223 42 55 4 5 0.2718132 0
"2224" 2224 43 55 4 5 0.7252216 0
"2225" 2225 44 55 4 5 0.3398251 0
"2226" 2226 45 55 4 5 0.4916258 0
"2227" 2227 46 55 4 5 0.01230889 0
"2228" 2228 21 56 4 16 0.9214347 0
"2229" 2229 22 56 4 16 0.7128582 0
"2230" 2230 23 56 4 16 0.4341325 0
"2231" 2231 24 56 4 21 0.2896835 0
"2232" 2232 25 56 4 21 0.1025603 0
"2233" 2233 26 56 4 21 0.5661765 0
"2234" 2234 27 56 4 21 0.5302656 0
"2235" 2235 28 56 4 21 0.137608 0
"2236" 2236 29 56 4 21 0.2519033 0
"2237" 2237 32 56 4 10 0.03871699 0
"2238" 2238 33 56 4 10 0.6666677 0
"2239" 2239 34 56 4 10 0.3645189 0
"2240" 2240 35 56 4 10 0.4545826 0
"2241" 2241 36 56 4 10 0.2827784 0
"2242" 2242 37 56 4 10 0.0003057285 1
"2243" 2243 38 56 4 10 0.004493751 1
"2244" 2244 39 56 4 10 0.8009735 0
"2245" 2245 40 56 4 5 0.3161412 0
"2246" 2246 41 56 4 5 0.1829032 0
"2247" 2247 42 56 4 5 0.9687958 0
"2248" 2248 43 56 4 5 0.1252361 0
"2249" 2249 44 56 4 5 0.5239985 0
"2250" 2250 45 56 4 5 0.2775187 0
"2251" 2251 22 57 4 16 0.06507317 0
"2252" 2252 23 57 4 16 0.1891623 0
"2253" 2253 24 57 4 21 0.4106447 0
"2254" 2254 25 57 4 21 0.3718141 0
"2255" 2255 26 57 4 21 0.4495661 0
"2256" 2256 27 57 4 21 0.8344448 0
"2257" 2257 28 57 4 21 0.910231 0
"2258" 2258 29 57 4 21 0.5101735 0
"2259" 2259 32 57 4 10 0.08469428 0
"2260" 2260 33 57 4 10 0.2691998 0
"2261" 2261 34 57 4 10 0.05583604 0
"2262" 2262 35 57 4 10 0.1103332 0
"2263" 2263 36 57 4 10 0.9145394 0
"2264" 2264 37 57 4 10 0.003485357 1
"2265" 2265 38 57 4 10 0.001393526 1
"2266" 2266 39 57 4 10 0.004258345 1
"2267" 2267 40 57 4 10 0.4985348 0
"2268" 2268 41 57 4 5 0.1270711 0
"2269" 2269 42 57 4 5 0.3169278 0
"2270" 2270 43 57 4 5 0.001324968 1
"2271" 2271 44 57 4 5 0.1422828 0
"2272" 2272 23 58 4 16 0.6763492 0
"2273" 2273 24 58 4 21 0.8474195 0
"2274" 2274 25 58 4 21 0.3518307 0
"2275" 2275 26 58 4 21 0.3425079 0
"2276" 2276 27 58 4 21 0.2193207 0
"2277" 2277 28 58 4 21 0.8194259 0
"2278" 2278 29 58 4 21 0.3028513 0
"2279" 2279 33 58 4 10 0.004618271 1
"2280" 2280 34 58 4 10 0.2767608 0
"2281" 2281 35 58 4 10 0.6306329 0
"2282" 2282 36 58 4 10 0.5038839 0
"2283" 2283 37 58 4 10 0.8921389 0
"2284" 2284 38 58 4 10 0.01666909 0
"2285" 2285 39 58 4 10 1.71565e-05 1
"2286" 2286 40 58 4 10 0.8955538 0
"2287" 2287 41 58 4 5 0.6351049 0
"2288" 2288 42 58 4 5 0.1410331 0
"2289" 2289 43 58 4 5 0.257168 0
"2290" 2290 24 59 4 21 0.7468567 0
"2291" 2291 25 59 4 21 0.1549962 0
"2292" 2292 26 59 4 21 0.6427736 0
"2293" 2293 28 59 4 21 0.643504 0
"2294" 2294 29 59 4 21 0.0161443 0
"2295" 2295 34 59 4 10 0.8287061 0
"2296" 2296 35 59 4 10 0.08668371 0
"2297" 2297 36 59 4 10 0.01232338 0
"2298" 2298 37 59 4 10 0.5077343 0
"2299" 2299 38 59 4 10 0.8741463 0
"2300" 2300 39 59 4 10 0.1042457 0
"2301" 2301 40 59 4 10 0.0005848873 1
"2302" 2302 35 60 4 10 0.005612132 0
"2303" 2303 37 60 4 10 0.1239455 0
"2304" 2304 38 60 4 10 0.451258 0
"2305" 2305 24 16 5 13 0.124067 0
"2306" 2306 25 16 5 13 0.9531464 0
"2307" 2307 26 16 5 13 0.01898228 0
"2308" 2308 27 16 5 13 0.05501453 0
"2309" 2309 40 16 5 2 0.7436188 0
"2310" 2310 41 16 5 2 0.1207642 0
"2311" 2311 24 17 5 13 0.1315662 0
"2312" 2312 25 17 5 13 0.6073446 0
"2313" 2313 26 17 5 13 0.0001875623 1
"2314" 2314 27 17 5 13 0.001837912 1
"2315" 2315 39 17 5 2 0.07846619 0
"2316" 2316 40 17 5 2 0.4611391 0
"2317" 2317 41 17 5 2 0.04064602 0
"2318" 2318 42 17 5 2 0.0008754026 1
"2319" 2319 23 18 5 13 0.001394451 1
"2320" 2320 24 18 5 13 0.153546 0
"2321" 2321 25 18 5 13 0.2808168 0
"2322" 2322 26 18 5 13 0.0001047677 1
"2323" 2323 37 18 5 2 0.5672131 0
"2324" 2324 38 18 5 2 0.9193816 0
"2325" 2325 39 18 5 2 0.1567425 0
"2326" 2326 40 18 5 2 0.8754727 0
"2327" 2327 41 18 5 2 0.2095173 0
"2328" 2328 42 18 5 2 0.5274412 0
"2329" 2329 43 18 5 2 0.01440596 0
"2330" 2330 22 19 5 13 0.2442436 0
"2331" 2331 23 19 5 13 0.005880562 0
"2332" 2332 24 19 5 13 0.006505734 0
"2333" 2333 25 19 5 13 0.5646069 0
"2334" 2334 26 19 5 13 0.03398183 0
"2335" 2335 37 19 5 2 0.4475353 0
"2336" 2336 38 19 5 2 0.2272718 0
"2337" 2337 39 19 5 2 0.1337896 0
"2338" 2338 40 19 5 2 0.1510811 0
"2339" 2339 41 19 5 2 0.07225625 0
"2340" 2340 42 19 5 2 0.04064829 0
"2341" 2341 43 19 5 2 0.2559592 0
"2342" 2342 44 19 5 2 0.002466631 1
"2343" 2343 21 20 5 13 0.707481 0
"2344" 2344 22 20 5 13 0.03812283 0
"2345" 2345 23 20 5 13 0.9168777 0
"2346" 2346 24 20 5 13 0.0871193 0
"2347" 2347 25 20 5 13 0.3304484 0
"2348" 2348 38 20 5 2 0.2047119 0
"2349" 2349 39 20 5 2 0.7132827 0
"2350" 2350 40 20 5 2 0.2530572 0
"2351" 2351 41 20 5 2 0.006207624 0
"2352" 2352 42 20 5 2 0.0004307576 1
"2353" 2353 43 20 5 2 0.001399017 1
"2354" 2354 44 20 5 2 0.0005133596 1
"2355" 2355 45 20 5 2 0.3096654 0
"2356" 2356 20 21 5 13 0.01972624 0
"2357" 2357 21 21 5 13 0.05773162 0
"2358" 2358 22 21 5 13 0.1574519 0
"2359" 2359 23 21 5 13 0.05735129 0
"2360" 2360 24 21 5 13 0.08601794 0
"2361" 2361 38 21 5 2 0.1567311 0
"2362" 2362 39 21 5 2 0.8840695 0
"2363" 2363 40 21 5 2 0.3656427 0
"2364" 2364 41 21 5 2 1.079841e-06 1
"2365" 2365 42 21 5 2 0.004313731 1
"2366" 2366 43 21 5 2 0.0006417988 1
"2367" 2367 44 21 5 2 0.06750785 0
"2368" 2368 45 21 5 2 0.8546937 0
"2369" 2369 19 22 5 13 0.2830265 0
"2370" 2370 20 22 5 13 0.06827315 0
"2371" 2371 21 22 5 13 0.4685109 0
"2372" 2372 22 22 5 13 0.04281725 0
"2373" 2373 23 22 5 13 0.4619594 0
"2374" 2374 38 22 5 2 0.3728224 0
"2375" 2375 39 22 5 2 0.4991251 0
"2376" 2376 40 22 5 2 0.9662952 0
"2377" 2377 41 22 5 2 0.0002491586 1
"2378" 2378 42 22 5 2 0.7862002 0
"2379" 2379 43 22 5 2 0.1661837 0
"2380" 2380 44 22 5 2 0.1016656 0
"2381" 2381 45 22 5 2 0.2847203 0
"2382" 2382 17 23 5 13 0.03864671 0
"2383" 2383 18 23 5 13 0.1206924 0
"2384" 2384 19 23 5 13 0.716891 0
"2385" 2385 20 23 5 13 0.07357698 0
"2386" 2386 21 23 5 13 0.01624764 0
"2387" 2387 22 23 5 13 0.04686164 0
"2388" 2388 23 23 5 13 0.005070809 0
"2389" 2389 38 23 5 2 0.09017513 0
"2390" 2390 39 23 5 2 0.552096 0
"2391" 2391 40 23 5 2 0.069443 0
"2392" 2392 41 23 5 2 0.9149627 0
"2393" 2393 42 23 5 2 0.3881968 0
"2394" 2394 43 23 5 2 0.1134925 0
"2395" 2395 44 23 5 2 0.001097035 1
"2396" 2396 45 23 5 2 0.02510646 0
"2397" 2397 17 24 5 18 0.7194473 0
"2398" 2398 18 24 5 18 0.001339651 1
"2399" 2399 19 24 5 18 0.007361578 0
"2400" 2400 20 24 5 13 0.09974495 0
"2401" 2401 21 24 5 13 0.01315862 0
"2402" 2402 22 24 5 13 0.1427876 0
"2403" 2403 23 24 5 13 0.9175092 0
"2404" 2404 39 24 5 2 0.4580525 0
"2405" 2405 40 24 5 2 0.05074007 0
"2406" 2406 41 24 5 2 0.7050274 0
"2407" 2407 42 24 5 2 0.9571338 0
